id,archivo_origen,offset_inicio,offset_fin,longitud_original_bytes,texto_original,texto_traducido,notas,estado
e1_00410,e1.bin,338664,338950,286,<FF6C><0200><FF21> <FF68> <FF61> <FF21>   <FF60> <FF67><0401><FF55> <881A> <FF68> <FF61> <FF21>   <FF60> <FF67><0501><FF55> <301B> <FF68> <FF61> <FF21>   <FF60> <FF67><0301><FF55> <C81B> <FF68> <FF61> <FF21>   <FF60> <FF67><0601><FF55> <301C> <FF68> <FF61> <FF21>   <FF60> <FF67><0701><FF55> <E01C> <FF68> <FF61> <FF21>   <FF1B>Yukino<FF03>What the hell is this place?<FF02><FF01>  <FF1B>Nanjo<FF03>Urgh,,carácter repetido dominante (probable relleno gráfico),revisar
e1_00411,e1.bin,338956,339076,120, the drowsiness is practically<FF03>palpable! Almost overpowering,,,pendiente
e1_00412,e1.bin,339082,339122,40,<FF02><FF01> <FF1B>Brown<FF03>Huh? Ahhhh,,,pendiente
e1_00413,e1.bin,339128,339742,614," I get it. The boss has<FF03>to be around here.<FF02><FF04><FF1B>Brown<FF03>Stay on your toes, guys. Oooh, I always<FF03>wanted to say that!<FF02><FF01><FF1B>Ayase<FF03>Hey, uh, this door is kinda weird-looking!<FF03>Wanna go in?<FF02><FF01><FF1B>Nanjo<FF03>A blatantly suspicious door like that?<FF03>It would be madness to go near it!<FF02><FF04><FF1B>Nanjo<FF03>Though idle speculation won't help,<FF03>either",,,pendiente
e1_00414,e1.bin,339748,340716,968," What should we do?<FF02><FF01> <FF1B>Elly<FF03>The door does look suspicious, but I<FF03>don't get the sense that it's dangerous!<FF02><FF04><FF1B>Elly<FF03>Perhaps we should consider Ayase's<FF03>suggestion and go through!<FF02><FF01>  <FF1B>Yukino<FF03>Alright. No use talking and talking<FF03>without doing anything!<FF02><FF04><FF1B>Yukino<FF03>Let's see what's on the other side.<FF02><FF01>  <FF1B>Mysterious butterfly<FF03>Hahaha, still energetic, I see!<FF02><FF01> <0044> A cloying breeze is blowing from<FF03>beyond the door!<FF02><FF01>   <0044> Go to the Dream World?<FF02><FF0E> <FF01><FF1B>Yukino<FF03>I feel icky, watching someone else's<FF03>dream",,,pendiente
e1_00415,e1.bin,340722,341200,478," Like I'm some Peeping Tom!<FF02><FF01>  <FF1B>Ayase<FF03>I wonder if I end up in the Dream World<FF03>when I go to sleep, too!<FF02><FF01>   <FF1B>Nanjo<FF03>We have no business here! Let's press on!<FF02><FF01>  <FF1B>Brown<FF03>I'm interested in other people's dreams!<FF03>Looks like fun, huh? Heh heh heh",,,pendiente
e1_00416,e1.bin,341206,341258,52,<FF02><FF01>   <FF1B>Elly<FF03>The Dream World,,,pendiente
e1_00417,e1.bin,341264,341380,116,"<FF02><FF04><FF1B>Elly<FF03>Does that make me Elly in Slumberland,<FF03>then? Hahah",,,pendiente
e1_00418,e1.bin,342034,345304,3270,<FFFF><5200><FFFF><FFFF>`<FFFF><FFFF>`<FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF> <FFFF><D012> <D810> <F810> <E010> <F810> <E810> <F810> <F010> <F810> <D80C>  <0A08>` <F810>  <FFFF><FF00>                                                                                                                                                                                                   <FFFF> <FFFF><FFFF><0301>`e<0380>  <FFFF><FFFF>  <FF00>   <1601> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0280>  <2800> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <8900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0380>  <1801> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`c<0480>  <2900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0680>  <2A00> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <1901> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF><0301>`e<0380>  <FFFF><FFFF>  <FF00>   <1601> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0280>  <2800> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <8900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0380>  <1801> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`c<0480>  <2900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0680>  <2A00> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <1901> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>     <FF00> <FF00> <FF00> <FF00> <FF00> <FF00> <FF00> <FF00><FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>        ,,carácter repetido dominante (probable relleno gráfico),revisar
e1_00419,e1.bin,345604,346544,940,                                                                                                                                                                                                                                                                                                                                                                                          <FF26><5700><6011> <FF60> <FF55> <8011> <FF67><0001><FF55> <F011> <FF54> <4011> <FF68> <FF55> <6012> <FF61> <FF2C>`<090B> <FF21>   <FF68> <FF61> <FF24><5700><FF4B> <FF25><5700><FF2C>`<090B> <FF21> <FF60> <FF55> <6012> <FF61> <FF25><5700><FF2C>`<090B> <FF21> <FF1B>Agastya Tree<FF03>Young ones,,carácter repetido dominante (probable relleno gráfico),revisar
e1_00420,e1.bin,346550,346822,272," Your presence is welcome!<FF02><FF01> <FF1B>Agastya Tree<FF03>Will you inscribe your story on me?<FF02><FF0E> <FF01>   <FF1B>Agastya Tree<FF03>Take care on your journey, young ones",,,pendiente
e1_00421,e1.bin,348178,351448,3270,<FFFF><5200><FFFF><FFFF>`<FFFF><FFFF>`<FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF> <FFFF><D012> <D810> <F810> <E010> <F810> <E810> <F810> <F010> <F810> <D80C>  <0A08>` <F810>  <FFFF><FF00>                                                                                                                                                                                                   <FFFF> <FFFF><FFFF><0301>`e<0380>  <FFFF><FFFF>  <FF00>   <1601> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0280>  <2800> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <8900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0380>  <1801> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`c<0480>  <2900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0680>  <2A00> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <1901> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF><0301>`e<0380>  <FFFF><FFFF>  <FF00>   <1601> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0280>  <2800> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <8900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0380>  <1801> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`c<0480>  <2900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0680>  <2A00> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <1901> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>     <FF00> <FF00> <FF00> <FF00> <FF00> <FF00> <FF00> <FF00><FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>        ,,carácter repetido dominante (probable relleno gráfico),revisar
e1_00422,e1.bin,351748,352688,940,                                                                                                                                                                                                                                                                                                                                                                                          <FF26><5700><6011> <FF60> <FF55> <8011> <FF67><0001><FF55> <F011> <FF54> <4011> <FF68> <FF55> <6012> <FF61> <FF2C>`<090B> <FF21>   <FF68> <FF61> <FF24><5700><FF4B> <FF25><5700><FF2C>`<090B> <FF21> <FF60> <FF55> <6012> <FF61> <FF25><5700><FF2C>`<090B> <FF21> <FF1B>Agastya Tree<FF03>Young ones,,carácter repetido dominante (probable relleno gráfico),revisar
e1_00423,e1.bin,352694,352966,272," Your presence is welcome!<FF02><FF01> <FF1B>Agastya Tree<FF03>Will you inscribe your story on me?<FF02><FF0E> <FF01>   <FF1B>Agastya Tree<FF03>Take care on your journey, young ones",,,pendiente
e1_00424,e1.bin,354322,357592,3270,<FFFF><5200><FFFF><FFFF>`<FFFF><FFFF>`<FFFF><FFFF><FFFF><FFFF><FFFF><FFFF><FFFF> <FFFF><D012> <D810> <F810> <E010> <F810> <E810> <F810> <F010> <F810> <D80C>  <0A08>` <F810>  <FFFF><FF00>                                                                                                                                                                                                   <FFFF> <FFFF><FFFF><0301>`e<0380>  <FFFF><FFFF>  <FF00>   <1601> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0280>  <2800> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <8900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0380>  <1801> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`c<0480>  <2900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0680>  <2A00> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <1901> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF>  <FF00>   <FFFF><FFFF>  <FF00>   <FFFF> <FFFF><FFFF><0301>`e<0380>  <FFFF><FFFF>  <FF00>   <1601> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0280>  <2800> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <8900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0380>  <1801> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`c<0480>  <2900> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`b<0680>  <2A00> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <1901> <FFFF><FFFF>  <FF00>   <FFFF><FFFF><0301>`d<0580>  <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF> <FFFF><FFFF><FF00>   <FFFF><FFFF><FF00>   <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>    <FFFF><FF00>     <FF00> <FF00> <FF00> <FF00> <FF00> <FF00> <FF00> <FF00><FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>      <FFFF><FFFF>        ,,carácter repetido dominante (probable relleno gráfico),revisar
e1_00425,e1.bin,357892,358832,940,                                                                                                                                                                                                                                                                                                                                                                                          <FF26><5700><6011> <FF60> <FF55> <8011> <FF67><0001><FF55> <F011> <FF54> <4011> <FF68> <FF55> <6012> <FF61> <FF2C>`<090B> <FF21>   <FF68> <FF61> <FF24><5700><FF4B> <FF25><5700><FF2C>`<090B> <FF21> <FF60> <FF55> <6012> <FF61> <FF25><5700><FF2C>`<090B> <FF21> <FF1B>Agastya Tree<FF03>Young ones,,carácter repetido dominante (probable relleno gráfico),revisar
e1_00426,e1.bin,358838,359110,272," Your presence is welcome!<FF02><FF01> <FF1B>Agastya Tree<FF03>Will you inscribe your story on me?<FF02><FF0E> <FF01>   <FF1B>Agastya Tree<FF03>Take care on your journey, young ones",,,pendiente
